ZONE,FID,ContourEle,ElevationR,SHAPE_Leng,SHAPE_Area
303,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
304,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
305,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
306,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
307,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
308,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
309,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
310,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
311,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
312,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
312,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
312,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
313,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
314,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
315,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
316,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
317,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
318,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
319,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
320,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
321,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
322,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
323,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
324,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
325,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
326,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
327,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
328,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
329,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
330,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
331,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
332,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
333,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
334,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
335,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
336,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
337,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
338,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
338,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
339,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
339,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
340,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
340,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
341,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
341,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
342,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
342,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
343,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
344,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
345,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
345,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
346,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
346,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
346,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
347,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
347,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
347,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
348,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
348,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
349,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
349,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
349,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
350,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
351,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
352,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
353,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
354,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
354,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
355,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
356,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
356,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
357,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
358,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
359,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
359,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
360,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
360,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
360,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
360,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
361,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
361,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
362,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
362,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
362,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
362,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
363,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
364,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
364,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
365,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
366,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
367,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
368,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
369,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
369,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
370,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
370,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
371,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
371,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
372,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
372,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
373,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
374,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
374,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
375,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
375,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
375,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
376,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
376,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
376,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
377,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
377,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
378,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
378,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
379,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
380,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
381,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
382,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
382,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
383,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
383,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
383,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
384,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
384,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
385,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
385,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
385,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
385,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
385,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
386,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
386,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
387,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
388,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
388,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
389,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
389,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
390,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
391,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
392,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
392,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
393,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
393,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
394,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
394,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
395,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
395,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
396,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
396,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
397,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
398,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
399,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
399,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
400,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
401,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
401,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
402,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
402,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
403,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
403,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
404,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
404,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
405,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
405,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
406,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
406,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
407,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
408,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
409,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
409,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
410,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
411,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
412,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
412,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
412,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
413,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
413,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
413,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
414,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
414,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
415,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
415,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
416,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
416,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
417,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
417,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
417,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
417,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
417,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
418,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
418,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
419,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
419,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
419,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
420,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
420,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
420,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
420,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
420,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
421,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
421,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
421,5651,6400,"6,200 - 6,400",103.7764901,0.37482733
421,5570,6600,"6,400 - 6,600",101.8441679,0.361634085
421,5821,6000,"5,800 - 6,000",100.2620937,0.465002796
421,5810,6200,"6,000 - 6,200",102.0527434,0.414236485
421,529,6800,"6,600 - 6,800",1.501911227,0.003273305
421,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
421,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
422,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
422,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
422,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
422,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
422,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
422,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
423,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
423,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
423,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
423,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
423,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
423,626,6200,"6,000 - 6,200",0.718011948,0.001158784
423,625,6400,"6,200 - 6,400",0.701165103,0.001034626
423,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
423,629,6000,"5,800 - 6,000",0.766224841,0.001540744
424,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
425,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
426,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
427,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
428,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
429,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
430,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
431,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
432,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
433,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
434,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
435,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
436,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
437,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
438,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
438,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
439,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
440,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
440,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
441,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
441,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
442,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
442,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
443,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
443,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
444,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
445,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
446,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
447,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
447,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
448,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
449,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
450,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
451,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
452,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
453,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
454,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
455,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
456,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
456,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
457,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
458,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
459,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
460,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
461,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
462,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
463,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
463,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
464,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
464,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
465,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
465,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
466,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
467,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
468,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
468,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
469,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
470,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
471,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
472,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
473,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
474,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
474,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
475,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
475,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
476,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
476,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
477,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
478,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
478,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
478,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
479,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
479,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
480,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
481,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
481,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
482,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
482,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
483,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
483,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
484,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
484,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
485,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
486,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
486,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
486,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
487,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
487,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
488,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
488,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
489,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
489,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
489,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
489,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
489,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
490,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
491,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
492,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
493,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
494,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
495,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
496,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
497,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
497,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
498,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
499,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
499,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
500,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
501,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
502,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
503,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
504,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
504,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
505,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
506,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
507,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
508,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
509,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
510,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
511,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
512,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
513,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
513,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
514,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
515,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
516,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
517,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
518,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
519,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
520,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
521,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
522,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
523,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
524,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
524,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
525,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
525,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
526,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
527,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
528,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
528,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
529,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
529,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
529,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
530,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
531,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
531,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
532,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
532,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
533,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
533,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
534,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
534,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
534,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
535,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
535,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
535,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
536,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
536,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
536,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
536,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
536,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
537,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
537,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
537,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
537,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
