Index,CO_TAZID,TOTHH,TOTPOP,HHSIZE,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
200,3307,5,6,1.2,2.4,0,0,0,0,0,0,0,2.1,0,0,0,0.3,48265,0,0,0,3,BOX ELDER
201,3308,4.1,12.7,3.09,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,48265,0,0,0,3,BOX ELDER
202,3309,32.4,98.9,3.06,112.8,7.6,1,41.3,44.1,1.4,2.4,1.3,9.6,0,0,2.3,1.9,54389,0,0,0,3,BOX ELDER
203,3310,10.1,35.6,3.52,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,53540,0,0,0,3,BOX ELDER
204,3311,2,3.9,1.88,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,53540,0,0,0,3,BOX ELDER
205,3312,33.5,102.2,3.05,4.3,0.1,0,0.1,1.4,0,0.1,0,0.1,0,0,0.5,2,52913,0,0,0,3,BOX ELDER
206,3313,17.4,49.6,2.85,12.9,0,0,4.8,6.7,0,0,0,0,0,0,0.5,1,52913,0,0,0,3,BOX ELDER
207,3314,9.4,32.7,3.49,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,48265,0,0,0,3,BOX ELDER
208,3315,5,6,1.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,48265,0,0,0,3,BOX ELDER
209,3316,11.2,36.7,3.28,0.7,0,0,0,0,0,0,0,0,0,0,0,0.7,48265,0,0,0,3,BOX ELDER
210,3317,18.2,47.9,2.63,20,0.3,0.1,1.9,11,0.1,0.3,0.2,4.6,0,0,0.5,1.1,53540,0,0,0,3,BOX ELDER
211,3318,15.2,45.2,2.97,0.9,0,0,0,0,0,0,0,0,0,0,0,0.9,48265,0,0,0,3,BOX ELDER
212,3319,5,6,1.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,48265,0,0,0,3,BOX ELDER
213,3320,2.1,5,2.36,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,48265,0,0,0,3,BOX ELDER
214,3321,75.6,214.1,2.83,31,0.7,0.4,13,2.2,0.3,0.9,0.5,7.7,0,0,0.9,4.4,51161,0,0,0,3,BOX ELDER
215,3322,6,7.2,1.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,55022,0,0,0,3,BOX ELDER
216,3323,21.2,64.4,3.03,1.2,0,0,0,0,0,0,0,0,0,0,0,1.2,48265,0,0,0,3,BOX ELDER
217,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48265,0,0,0,3,BOX ELDER
218,3325,53.2,138,2.6,18.1,0,0,3.6,8,0,0,0,2.1,0,0,1.4,3.1,54181,0,0,0,3,BOX ELDER
219,3326,45.3,155.9,3.44,8.9,0.1,2,0.3,1.5,0.1,0.1,0.1,0.2,0,0,1.9,2.6,54181,0,0,0,3,BOX ELDER
220,3327,2,4.8,2.36,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,42202,0,0,0,3,BOX ELDER
221,3328,4,4.8,1.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,42202,0,0,0,3,BOX ELDER
222,3329,13.1,27.6,2.1,25,0.1,0.1,0.3,4.2,0,0.1,0.1,19.2,0,0,0,0.8,42202,0,0,0,3,BOX ELDER
223,3330,5.1,6.6,1.3,4.2,0,0,0,3.9,0,0,0,0,0,0,0,0.3,54204,0,0,0,3,BOX ELDER
224,3331,0,0,0,1017.3,5.9,0,919.8,0,0,78,0.8,12.9,0,0,0,0,54204,0,0,0,3,BOX ELDER
225,3332,1,1.9,1.88,404.2,0,0,401.3,0,0,0,0,0,2.8,0,0,0.1,54204,0,0,0,3,BOX ELDER
226,3333,166.1,583.4,3.51,86.1,0,0,68.4,5.5,1.1,0,0,0,0,0,1.4,9.7,54204,0,0,0,3,BOX ELDER
227,3334,32.4,126.6,3.9,20.2,0,0,9.9,1.4,4.4,0,0,2.1,0,0,0.5,1.9,54181,0,0,0,3,BOX ELDER
228,3335,14.8,49.2,3.33,1.8,0,0,0,0,0,0,0,0,0,0,0.9,0.9,54181,0,0,0,3,BOX ELDER
229,3336,19.7,73.6,3.74,4.5,0,0,0.1,0,0,0,0,2.2,0,0,0.9,1.1,54181,0,0,0,3,BOX ELDER
230,3337,11.3,29.3,2.58,1.2,0,0,0,0,0,0,0,0,0,0,0.5,0.7,54181,0,0,0,3,BOX ELDER
231,3338,79.3,238.1,3,41.4,0,0,0,30.1,0,0,3.8,2,0,0,0.9,4.6,54181,0,0,0,3,BOX ELDER
232,3339,10,12,1.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,54181,0,0,0,3,BOX ELDER
233,3340,7.2,24.4,3.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,54181,0,0,0,3,BOX ELDER
234,3341,13.1,46.2,3.51,1.8,1,0,0,0,0,0,0,0,0,0,0,0.8,54181,0,0,0,3,BOX ELDER
235,3342,44.3,126.2,2.85,12.8,0,0,0.1,0,0,0,0,4.3,5.7,0,0,2.6,54181,0,0,0,3,BOX ELDER
236,3343,29.3,92.1,3.15,1.7,0,0,0,0,0,0,0,0,0,0,0,1.7,54181,0,0,0,3,BOX ELDER
237,3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54181,0,0,0,3,BOX ELDER
238,3345,5,6,1.2,73.9,0.3,0.2,0.8,4.5,0.1,0.4,0.2,66.6,0,0,0.5,0.3,54181,0,0,0,3,BOX ELDER
239,3346,15.2,44.1,2.91,13.3,0,0,0,4.1,0,0,0,8.4,0,0,0,0.9,54181,0,0,0,3,BOX ELDER
240,3347,10.2,30.9,3.04,4.9,0,0,0,0,0,0,0,4.3,0,0,0,0.6,63578,0,0,0,3,BOX ELDER
241,3348,12.3,35,2.85,1.2,0,0,0,0,0,0,0,0,0,0,0.5,0.7,63578,0,0,0,3,BOX ELDER
242,3349,9.1,20,2.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,54181,0,0,0,3,BOX ELDER
243,3350,5.2,15.9,3.04,0.8,0,0,0,0,0,0,0,0,0,0,0.5,0.3,54181,0,0,0,3,BOX ELDER
244,3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55022,0,0,0,3,BOX ELDER
245,3352,5.1,20.2,4,1.9,0,0,0.1,1.3,0,0,0,0.1,0,0,0,0.3,54181,0,0,0,3,BOX ELDER
246,3353,1,1.9,1.88,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,54181,0,0,0,3,BOX ELDER
247,3354,7.1,18.2,2.57,64.8,0.3,0.2,0.7,13.4,0.1,0.4,0.2,0.5,48.2,0,0.5,0.4,54181,0,0,0,3,BOX ELDER
248,3355,9.1,24,2.63,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,63578,0,0,0,3,BOX ELDER
249,3356,6.1,17.3,2.85,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,63578,0,0,0,3,BOX ELDER
250,3357,7.2,23.4,3.26,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,63578,0,0,0,3,BOX ELDER
251,3358,16.4,59.3,3.63,3.6,0,0,0,0,0,0,0,2.1,0,0,0.5,1,63578,0,0,0,3,BOX ELDER
