;TAZID,CO_TAZID,TOTHH,TOTPOP,HHSIZE,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
2651,492651,14.0,47.4054863984,3.38610617132,6.35298619576,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,5.01889871462,0.0,0.0,1.00075414781,51349,0.0,0.0,0.0,49,UTAH
2652,492652,12.0,29.7446189167,2.47871824306,9.0309920912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03023794339,0.0,0.0,1.00075414781,51349,0.0,0.0,0.0,49,UTAH
2653,492653,22.3333333333,62.8971910601,2.81629213702,7.02040701024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01889871462,0.0,0.0,2.00150829563,51349,0.0,0.0,0.0,49,UTAH
2654,492654,20.3333333333,60.4183306383,2.97139331008,8.02418675317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02267845754,0.0,0.0,2.00150829563,51349,0.0,0.0,0.0,49,UTAH
2655,492655,8.0,26.0265415521,3.25331769401,12.04233132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0415771722,0.0,0.0,1.00075414781,51349,0.0,0.0,0.0,49,UTAH
2656,492656,13.0,42.7578896927,3.2890684379,15.0536705487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0529164009,0.0,0.0,1.00075414781,51349,0.0,0.0,0.0,49,UTAH
2657,492657,3.0,8.36567407031,2.78855802344,11.0415771722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0415771722,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2658,492658,5.0,10.2247127526,2.04494255052,5.01889871462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01889871462,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2659,492659,4.0,8.36567407031,2.09141851758,7.02645820047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02645820047,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2660,492660,5.0,11.1542320938,2.23084641875,4.01511897169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01511897169,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
