model,tourType,variable,alternative,units,latentClass,value
modeChoice,Path,originCloseToTransit,hov2,util,atwork,
modeChoice,Path,originCloseToTransit,hov2_teleportation,util,work,
modeChoice,Path,originCloseToTransit,hov2_teleportation,util,univ,
modeChoice,Path,originCloseToTransit,hov2_teleportation,util,school,
modeChoice,Path,originCloseToTransit,hov2_teleportation,util,escort,
modeChoice,Path,originCloseToTransit,hov2_teleportation,util,shopping,
modeChoice,Path,originCloseToTransit,hov2_teleportation,util,eatout,
modeChoice,Path,originCloseToTransit,hov2_teleportation,util,othmaint,
modeChoice,Path,originCloseToTransit,hov2_teleportation,util,social,
modeChoice,Path,originCloseToTransit,hov2_teleportation,util,othdiscr,
modeChoice,Path,originCloseToTransit,hov2_teleportation,util,atwork,
modeChoice,Path,originCloseToTransit,hov3,util,work,
modeChoice,Path,originCloseToTransit,hov3,util,univ,
modeChoice,Path,originCloseToTransit,hov3,util,school,
modeChoice,Path,originCloseToTransit,hov3,util,escort,
modeChoice,Path,originCloseToTransit,hov3,util,shopping,
modeChoice,Path,originCloseToTransit,hov3,util,eatout,
modeChoice,Path,originCloseToTransit,hov3,util,othmaint,
modeChoice,Path,originCloseToTransit,hov3,util,social,
modeChoice,Path,originCloseToTransit,hov3,util,othdiscr,
modeChoice,Path,originCloseToTransit,hov3,util,atwork,
modeChoice,Path,originCloseToTransit,hov3_teleportation,util,work,
modeChoice,Path,originCloseToTransit,hov3_teleportation,util,univ,
modeChoice,Path,originCloseToTransit,hov3_teleportation,util,school,
modeChoice,Path,originCloseToTransit,hov3_teleportation,util,escort,
modeChoice,Path,originCloseToTransit,hov3_teleportation,util,shopping,
modeChoice,Path,originCloseToTransit,hov3_teleportation,util,eatout,
modeChoice,Path,originCloseToTransit,hov3_teleportation,util,othmaint,
modeChoice,Path,originCloseToTransit,hov3_teleportation,util,social,
modeChoice,Path,originCloseToTransit,hov3_teleportation,util,othdiscr,
modeChoice,Path,originCloseToTransit,hov3_teleportation,util,atwork,
modeChoice,Path,originCloseToTransit,ride_hail,util,work,
modeChoice,Path,originCloseToTransit,ride_hail,util,univ,
modeChoice,Path,originCloseToTransit,ride_hail,util,school,
modeChoice,Path,originCloseToTransit,ride_hail,util,escort,
modeChoice,Path,originCloseToTransit,ride_hail,util,shopping,
modeChoice,Path,originCloseToTransit,ride_hail,util,eatout,
modeChoice,Path,originCloseToTransit,ride_hail,util,othmaint,
modeChoice,Path,originCloseToTransit,ride_hail,util,social,
modeChoice,Path,originCloseToTransit,ride_hail,util,othdiscr,
modeChoice,Path,originCloseToTransit,ride_hail,util,atwork,
modeChoice,Path,originCloseToTransit,ride_hail_pooled,util,work,
modeChoice,Path,originCloseToTransit,ride_hail_pooled,util,univ,
modeChoice,Path,originCloseToTransit,ride_hail_pooled,util,school,
modeChoice,Path,originCloseToTransit,ride_hail_pooled,util,escort,
modeChoice,Path,originCloseToTransit,ride_hail_pooled,util,shopping,
modeChoice,Path,originCloseToTransit,ride_hail_pooled,util,eatout,
modeChoice,Path,originCloseToTransit,ride_hail_pooled,util,othmaint,
modeChoice,Path,originCloseToTransit,ride_hail_pooled,util,social,
modeChoice,Path,originCloseToTransit,ride_hail_pooled,util,othdiscr,
modeChoice,Path,originCloseToTransit,ride_hail_pooled,util,atwork,
modeChoice,Path,originCloseToTransit,ride_hail_transit,util,work,
modeChoice,Path,originCloseToTransit,ride_hail_transit,util,univ,
modeChoice,Path,originCloseToTransit,ride_hail_transit,util,school,
modeChoice,Path,originCloseToTransit,ride_hail_transit,util,escort,
modeChoice,Path,originCloseToTransit,ride_hail_transit,util,shopping,
modeChoice,Path,originCloseToTransit,ride_hail_transit,util,eatout,
modeChoice,Path,originCloseToTransit,ride_hail_transit,util,othmaint,
modeChoice,Path,originCloseToTransit,ride_hail_transit,util,social,
modeChoice,Path,originCloseToTransit,ride_hail_transit,util,othdiscr,
modeChoice,Path,originCloseToTransit,ride_hail_transit,util,atwork,
modeChoice,Path,originCloseToTransit,walk,util,work,
modeChoice,Path,originCloseToTransit,walk,util,univ,
modeChoice,Path,originCloseToTransit,walk,util,school,
modeChoice,Path,originCloseToTransit,walk,util,escort,
modeChoice,Path,originCloseToTransit,walk,util,shopping,
modeChoice,Path,originCloseToTransit,walk,util,eatout,
modeChoice,Path,originCloseToTransit,walk,util,othmaint,
modeChoice,Path,originCloseToTransit,walk,util,social,
modeChoice,Path,originCloseToTransit,walk,util,othdiscr,
modeChoice,Path,originCloseToTransit,walk,util,atwork,
modeChoice,Path,originCloseToTransit,walk_transit,util,work,-0.358
modeChoice,Path,originCloseToTransit,walk_transit,util,univ,-0.598
modeChoice,Path,originCloseToTransit,walk_transit,util,school,-0.598
modeChoice,Path,originCloseToTransit,walk_transit,util,escort,-0.466
modeChoice,Path,originCloseToTransit,walk_transit,util,shopping,-0.466
modeChoice,Path,originCloseToTransit,walk_transit,util,eatout,-0.466
modeChoice,Path,originCloseToTransit,walk_transit,util,othmaint,-0.466
modeChoice,Path,originCloseToTransit,walk_transit,util,social,-0.466
modeChoice,Path,originCloseToTransit,walk_transit,util,othdiscr,-0.466
modeChoice,Path,originCloseToTransit,walk_transit,util,atwork,-0.502
modeChoice,Path,originFarFromTransit,bike,util,work,
modeChoice,Path,originFarFromTransit,bike,util,univ,
modeChoice,Path,originFarFromTransit,bike,util,school,
modeChoice,Path,originFarFromTransit,bike,util,escort,
modeChoice,Path,originFarFromTransit,bike,util,shopping,
modeChoice,Path,originFarFromTransit,bike,util,eatout,
modeChoice,Path,originFarFromTransit,bike,util,othmaint,
modeChoice,Path,originFarFromTransit,bike,util,social,
modeChoice,Path,originFarFromTransit,bike,util,othdiscr,
modeChoice,Path,originFarFromTransit,bike,util,atwork,
modeChoice,Path,originFarFromTransit,bike_transit,util,work,-1.072
modeChoice,Path,originFarFromTransit,bike_transit,util,univ,-1.792
modeChoice,Path,originFarFromTransit,bike_transit,util,school,-1.792
modeChoice,Path,originFarFromTransit,bike_transit,util,escort,-1.4
modeChoice,Path,originFarFromTransit,bike_transit,util,shopping,-1.4
modeChoice,Path,originFarFromTransit,bike_transit,util,eatout,-1.4
modeChoice,Path,originFarFromTransit,bike_transit,util,othmaint,-1.4
modeChoice,Path,originFarFromTransit,bike_transit,util,social,-1.4
modeChoice,Path,originFarFromTransit,bike_transit,util,othdiscr,-1.4
modeChoice,Path,originFarFromTransit,bike_transit,util,atwork,-1.504
modeChoice,Path,originFarFromTransit,car,util,work,
modeChoice,Path,originFarFromTransit,car,util,univ,
modeChoice,Path,originFarFromTransit,car,util,school,
modeChoice,Path,originFarFromTransit,car,util,escort,
modeChoice,Path,originFarFromTransit,car,util,shopping,
modeChoice,Path,originFarFromTransit,car,util,eatout,
modeChoice,Path,originFarFromTransit,car,util,othmaint,
modeChoice,Path,originFarFromTransit,car,util,social,
modeChoice,Path,originFarFromTransit,car,util,othdiscr,
modeChoice,Path,originFarFromTransit,car,util,atwork,
modeChoice,Path,originFarFromTransit,drive_transit,util,work,
modeChoice,Path,originFarFromTransit,drive_transit,util,univ,
modeChoice,Path,originFarFromTransit,drive_transit,util,school,
modeChoice,Path,originFarFromTransit,drive_transit,util,escort,
modeChoice,Path,originFarFromTransit,drive_transit,util,shopping,
modeChoice,Path,originFarFromTransit,drive_transit,util,eatout,
modeChoice,Path,originFarFromTransit,drive_transit,util,othmaint,
modeChoice,Path,originFarFromTransit,drive_transit,util,social,
modeChoice,Path,originFarFromTransit,drive_transit,util,othdiscr,
modeChoice,Path,originFarFromTransit,drive_transit,util,atwork,
modeChoice,Path,originFarFromTransit,hov2,util,work,
modeChoice,Path,originFarFromTransit,hov2,util,univ,
modeChoice,Path,originFarFromTransit,hov2,util,school,
modeChoice,Path,originFarFromTransit,hov2,util,escort,
modeChoice,Path,originFarFromTransit,hov2,util,shopping,
modeChoice,Path,originFarFromTransit,hov2,util,eatout,
modeChoice,Path,originFarFromTransit,hov2,util,othmaint,
modeChoice,Path,originFarFromTransit,hov2,util,social,
modeChoice,Path,originFarFromTransit,hov2,util,othdiscr,
modeChoice,Path,originFarFromTransit,hov2,util,atwork,
modeChoice,Path,originFarFromTransit,hov2_teleportation,util,work,
modeChoice,Path,originFarFromTransit,hov2_teleportation,util,univ,
modeChoice,Path,originFarFromTransit,hov2_teleportation,util,school,
modeChoice,Path,originFarFromTransit,hov2_teleportation,util,escort,
modeChoice,Path,originFarFromTransit,hov2_teleportation,util,shopping,
modeChoice,Path,originFarFromTransit,hov2_teleportation,util,eatout,
modeChoice,Path,originFarFromTransit,hov2_teleportation,util,othmaint,
modeChoice,Path,originFarFromTransit,hov2_teleportation,util,social,
modeChoice,Path,originFarFromTransit,hov2_teleportation,util,othdiscr,
modeChoice,Path,originFarFromTransit,hov2_teleportation,util,atwork,
modeChoice,Path,originFarFromTransit,hov3,util,work,
modeChoice,Path,originFarFromTransit,hov3,util,univ,
modeChoice,Path,originFarFromTransit,hov3,util,school,
modeChoice,Path,originFarFromTransit,hov3,util,escort,
modeChoice,Path,originFarFromTransit,hov3,util,shopping,
modeChoice,Path,originFarFromTransit,hov3,util,eatout,
modeChoice,Path,originFarFromTransit,hov3,util,othmaint,
modeChoice,Path,originFarFromTransit,hov3,util,social,
modeChoice,Path,originFarFromTransit,hov3,util,othdiscr,
modeChoice,Path,originFarFromTransit,hov3,util,atwork,
modeChoice,Path,originFarFromTransit,hov3_teleportation,util,work,
modeChoice,Path,originFarFromTransit,hov3_teleportation,util,univ,
modeChoice,Path,originFarFromTransit,hov3_teleportation,util,school,
modeChoice,Path,originFarFromTransit,hov3_teleportation,util,escort,
modeChoice,Path,originFarFromTransit,hov3_teleportation,util,shopping,
modeChoice,Path,originFarFromTransit,hov3_teleportation,util,eatout,
modeChoice,Path,originFarFromTransit,hov3_teleportation,util,othmaint,
modeChoice,Path,originFarFromTransit,hov3_teleportation,util,social,
modeChoice,Path,originFarFromTransit,hov3_teleportation,util,othdiscr,
modeChoice,Path,originFarFromTransit,hov3_teleportation,util,atwork,
modeChoice,Path,originFarFromTransit,ride_hail,util,work,
modeChoice,Path,originFarFromTransit,ride_hail,util,univ,
modeChoice,Path,originFarFromTransit,ride_hail,util,school,
modeChoice,Path,originFarFromTransit,ride_hail,util,escort,
modeChoice,Path,originFarFromTransit,ride_hail,util,shopping,
modeChoice,Path,originFarFromTransit,ride_hail,util,eatout,
modeChoice,Path,originFarFromTransit,ride_hail,util,othmaint,
modeChoice,Path,originFarFromTransit,ride_hail,util,social,
modeChoice,Path,originFarFromTransit,ride_hail,util,othdiscr,
modeChoice,Path,originFarFromTransit,ride_hail,util,atwork,
modeChoice,Path,originFarFromTransit,ride_hail_pooled,util,work,
modeChoice,Path,originFarFromTransit,ride_hail_pooled,util,univ,
modeChoice,Path,originFarFromTransit,ride_hail_pooled,util,school,
modeChoice,Path,originFarFromTransit,ride_hail_pooled,util,escort,
modeChoice,Path,originFarFromTransit,ride_hail_pooled,util,shopping,
modeChoice,Path,originFarFromTransit,ride_hail_pooled,util,eatout,
modeChoice,Path,originFarFromTransit,ride_hail_pooled,util,othmaint,
modeChoice,Path,originFarFromTransit,ride_hail_pooled,util,social,
modeChoice,Path,originFarFromTransit,ride_hail_pooled,util,othdiscr,
modeChoice,Path,originFarFromTransit,ride_hail_pooled,util,atwork,
modeChoice,Path,originFarFromTransit,ride_hail_transit,util,work,
modeChoice,Path,originFarFromTransit,ride_hail_transit,util,univ,
modeChoice,Path,originFarFromTransit,ride_hail_transit,util,school,
modeChoice,Path,originFarFromTransit,ride_hail_transit,util,escort,
modeChoice,Path,originFarFromTransit,ride_hail_transit,util,shopping,
modeChoice,Path,originFarFromTransit,ride_hail_transit,util,eatout,
modeChoice,Path,originFarFromTransit,ride_hail_transit,util,othmaint,
modeChoice,Path,originFarFromTransit,ride_hail_transit,util,social,
modeChoice,Path,originFarFromTransit,ride_hail_transit,util,othdiscr,
modeChoice,Path,originFarFromTransit,ride_hail_transit,util,atwork,
modeChoice,Path,originFarFromTransit,walk,util,work,
modeChoice,Path,originFarFromTransit,walk,util,univ,
modeChoice,Path,originFarFromTransit,walk,util,school,
modeChoice,Path,originFarFromTransit,walk,util,escort,
modeChoice,Path,originFarFromTransit,walk,util,shopping,
modeChoice,Path,originFarFromTransit,walk,util,eatout,
modeChoice,Path,originFarFromTransit,walk,util,othmaint,
modeChoice,Path,originFarFromTransit,walk,util,social,
modeChoice,Path,originFarFromTransit,walk,util,othdiscr,
modeChoice,Path,originFarFromTransit,walk,util,atwork,
modeChoice,Path,originFarFromTransit,walk_transit,util,work,-1.072
modeChoice,Path,originFarFromTransit,walk_transit,util,univ,-1.792
modeChoice,Path,originFarFromTransit,walk_transit,util,school,-1.792
modeChoice,Path,originFarFromTransit,walk_transit,util,escort,-1.4
modeChoice,Path,originFarFromTransit,walk_transit,util,shopping,-1.4
modeChoice,Path,originFarFromTransit,walk_transit,util,eatout,-1.4
modeChoice,Path,originFarFromTransit,walk_transit,util,othmaint,-1.4
modeChoice,Path,originFarFromTransit,walk_transit,util,social,-1.4
modeChoice,Path,originFarFromTransit,walk_transit,util,othdiscr,-1.4
modeChoice,Path,originFarFromTransit,walk_transit,util,atwork,-1.504
modeChoice,Path,destCloseToTransit,bike,util,work,
modeChoice,Path,destCloseToTransit,bike,util,univ,
modeChoice,Path,destCloseToTransit,bike,util,school,
modeChoice,Path,destCloseToTransit,bike,util,escort,
modeChoice,Path,destCloseToTransit,bike,util,shopping,
modeChoice,Path,destCloseToTransit,bike,util,eatout,
modeChoice,Path,destCloseToTransit,bike,util,othmaint,
modeChoice,Path,destCloseToTransit,bike,util,social,
modeChoice,Path,destCloseToTransit,bike,util,othdiscr,
modeChoice,Path,destCloseToTransit,bike,util,atwork,
modeChoice,Path,destCloseToTransit,bike_transit,util,work,-0.358
modeChoice,Path,destCloseToTransit,bike_transit,util,univ,-0.598
modeChoice,Path,destCloseToTransit,bike_transit,util,school,-0.598
modeChoice,Path,destCloseToTransit,bike_transit,util,escort,-0.466
modeChoice,Path,destCloseToTransit,bike_transit,util,shopping,-0.466
modeChoice,Path,destCloseToTransit,bike_transit,util,eatout,-0.466
modeChoice,Path,destCloseToTransit,bike_transit,util,othmaint,-0.466
modeChoice,Path,destCloseToTransit,bike_transit,util,social,-0.466
modeChoice,Path,destCloseToTransit,bike_transit,util,othdiscr,-0.466
modeChoice,Path,destCloseToTransit,bike_transit,util,atwork,-0.502
modeChoice,Path,destCloseToTransit,car,util,work,
modeChoice,Path,destCloseToTransit,car,util,univ,
modeChoice,Path,destCloseToTransit,car,util,school,
modeChoice,Path,destCloseToTransit,car,util,escort,
modeChoice,Path,destCloseToTransit,car,util,shopping,
modeChoice,Path,destCloseToTransit,car,util,eatout,
modeChoice,Path,destCloseToTransit,car,util,othmaint,
modeChoice,Path,destCloseToTransit,car,util,social,
modeChoice,Path,destCloseToTransit,car,util,othdiscr,
modeChoice,Path,destCloseToTransit,car,util,atwork,
modeChoice,Path,destCloseToTransit,drive_transit,util,work,-0.358
modeChoice,Path,destCloseToTransit,drive_transit,util,univ,-0.598
modeChoice,Path,destCloseToTransit,drive_transit,util,school,-0.598
modeChoice,Path,destCloseToTransit,drive_transit,util,escort,-0.466
modeChoice,Path,destCloseToTransit,drive_transit,util,shopping,-0.466
modeChoice,Path,destCloseToTransit,drive_transit,util,eatout,-0.466
modeChoice,Path,destCloseToTransit,drive_transit,util,othmaint,-0.466
modeChoice,Path,destCloseToTransit,drive_transit,util,social,-0.466
modeChoice,Path,destCloseToTransit,drive_transit,util,othdiscr,-0.466
modeChoice,Path,destCloseToTransit,drive_transit,util,atwork,-0.502
modeChoice,Path,destCloseToTransit,hov2,util,work,
modeChoice,Path,destCloseToTransit,hov2,util,univ,
modeChoice,Path,destCloseToTransit,hov2,util,school,
modeChoice,Path,destCloseToTransit,hov2,util,escort,
modeChoice,Path,destCloseToTransit,hov2,util,shopping,
modeChoice,Path,destCloseToTransit,hov2,util,eatout,
modeChoice,Path,destCloseToTransit,hov2,util,othmaint,
modeChoice,Path,destCloseToTransit,hov2,util,social,
modeChoice,Path,destCloseToTransit,hov2,util,othdiscr,
modeChoice,Path,destCloseToTransit,hov2,util,atwork,
modeChoice,Path,destCloseToTransit,hov2_teleportation,util,work,
modeChoice,Path,destCloseToTransit,hov2_teleportation,util,univ,
modeChoice,Path,destCloseToTransit,hov2_teleportation,util,school,
modeChoice,Path,destCloseToTransit,hov2_teleportation,util,escort,
modeChoice,Path,destCloseToTransit,hov2_teleportation,util,shopping,
modeChoice,Path,destCloseToTransit,hov2_teleportation,util,eatout,
modeChoice,Path,destCloseToTransit,hov2_teleportation,util,othmaint,
modeChoice,Path,destCloseToTransit,hov2_teleportation,util,social,
modeChoice,Path,destCloseToTransit,hov2_teleportation,util,othdiscr,
modeChoice,Path,destCloseToTransit,hov2_teleportation,util,atwork,
modeChoice,Path,destCloseToTransit,hov3,util,work,
modeChoice,Path,destCloseToTransit,hov3,util,univ,
modeChoice,Path,destCloseToTransit,hov3,util,school,
modeChoice,Path,destCloseToTransit,hov3,util,escort,
modeChoice,Path,destCloseToTransit,hov3,util,shopping,
modeChoice,Path,destCloseToTransit,hov3,util,eatout,
modeChoice,Path,destCloseToTransit,hov3,util,othmaint,
modeChoice,Path,destCloseToTransit,hov3,util,social,
modeChoice,Path,destCloseToTransit,hov3,util,othdiscr,
modeChoice,Path,destCloseToTransit,hov3,util,atwork,
modeChoice,Path,destCloseToTransit,hov3_teleportation,util,work,
modeChoice,Path,destCloseToTransit,hov3_teleportation,util,univ,
modeChoice,Path,destCloseToTransit,hov3_teleportation,util,school,
modeChoice,Path,destCloseToTransit,hov3_teleportation,util,escort,
modeChoice,Path,destCloseToTransit,hov3_teleportation,util,shopping,
modeChoice,Path,destCloseToTransit,hov3_teleportation,util,eatout,
modeChoice,Path,destCloseToTransit,hov3_teleportation,util,othmaint,
modeChoice,Path,destCloseToTransit,hov3_teleportation,util,social,
modeChoice,Path,destCloseToTransit,hov3_teleportation,util,othdiscr,
modeChoice,Path,destCloseToTransit,hov3_teleportation,util,atwork,
modeChoice,Path,destCloseToTransit,ride_hail,util,work,
modeChoice,Path,destCloseToTransit,ride_hail,util,univ,
modeChoice,Path,destCloseToTransit,ride_hail,util,school,
modeChoice,Path,destCloseToTransit,ride_hail,util,escort,
modeChoice,Path,destCloseToTransit,ride_hail,util,shopping,
modeChoice,Path,destCloseToTransit,ride_hail,util,eatout,
modeChoice,Path,destCloseToTransit,ride_hail,util,othmaint,
modeChoice,Path,destCloseToTransit,ride_hail,util,social,
modeChoice,Path,destCloseToTransit,ride_hail,util,othdiscr,
modeChoice,Path,destCloseToTransit,ride_hail,util,atwork,
modeChoice,Path,destCloseToTransit,ride_hail_pooled,util,work,
modeChoice,Path,destCloseToTransit,ride_hail_pooled,util,univ,
modeChoice,Path,destCloseToTransit,ride_hail_pooled,util,school,
modeChoice,Path,destCloseToTransit,ride_hail_pooled,util,escort,
modeChoice,Path,destCloseToTransit,ride_hail_pooled,util,shopping,
