taz,parkingType,pricingModel,chargingPointType,numStalls,feeInCents,reservedFor
1827,Residential,Block,NoCharger,1000000,0,Any
1827,Workplace,Block,NoCharger,1000000,0,Any
1828,Public,Block,NoCharger,1000000,0,Any
1828,Residential,Block,NoCharger,1000000,0,Any
1828,Workplace,Block,NoCharger,1000000,0,Any
1829,Public,Block,NoCharger,1000000,0,Any
1829,Residential,Block,NoCharger,1000000,0,Any
1829,Workplace,Block,NoCharger,1000000,0,Any
1830,Public,Block,NoCharger,1000000,0,Any
1830,Residential,Block,NoCharger,1000000,0,Any
1830,Workplace,Block,NoCharger,1000000,0,Any
1831,Public,Block,NoCharger,1000000,0,Any
1831,Residential,Block,NoCharger,1000000,0,Any
1831,Workplace,Block,NoCharger,1000000,0,Any
1832,Public,Block,NoCharger,1000000,0,Any
1832,Residential,Block,NoCharger,1000000,0,Any
1832,Workplace,Block,NoCharger,1000000,0,Any
1833,Public,Block,NoCharger,1000000,0,Any
1833,Residential,Block,NoCharger,1000000,0,Any
1833,Workplace,Block,NoCharger,1000000,0,Any
1834,Public,Block,NoCharger,1000000,0,Any
1834,Residential,Block,NoCharger,1000000,0,Any
1834,Workplace,Block,NoCharger,1000000,0,Any
1835,Public,Block,NoCharger,1000000,0,Any
1835,Residential,Block,NoCharger,1000000,0,Any
1835,Workplace,Block,NoCharger,1000000,0,Any
1836,Public,Block,NoCharger,1000000,0,Any
1836,Residential,Block,NoCharger,1000000,0,Any
1836,Workplace,Block,NoCharger,1000000,0,Any
1837,Public,Block,NoCharger,1000000,0,Any
1837,Residential,Block,NoCharger,1000000,0,Any
1837,Workplace,Block,NoCharger,1000000,0,Any
1838,Public,Block,NoCharger,1000000,0,Any
1838,Residential,Block,NoCharger,1000000,0,Any
1838,Workplace,Block,NoCharger,1000000,0,Any
1839,Public,Block,NoCharger,1000000,0,Any
1839,Residential,Block,NoCharger,1000000,0,Any
1839,Workplace,Block,NoCharger,1000000,0,Any
1840,Public,Block,NoCharger,1000000,0,Any
1840,Residential,Block,NoCharger,1000000,0,Any
1840,Workplace,Block,NoCharger,1000000,0,Any
1841,Public,Block,NoCharger,1000000,0,Any
1841,Residential,Block,NoCharger,1000000,0,Any
1841,Workplace,Block,NoCharger,1000000,0,Any
1842,Public,Block,NoCharger,1000000,0,Any
1842,Residential,Block,NoCharger,1000000,0,Any
1842,Workplace,Block,NoCharger,1000000,0,Any
1843,Public,Block,NoCharger,1000000,0,Any
1843,Residential,Block,NoCharger,1000000,0,Any
1843,Workplace,Block,NoCharger,1000000,0,Any
1844,Public,Block,NoCharger,1000000,0,Any
1844,Residential,Block,NoCharger,1000000,0,Any
1844,Workplace,Block,NoCharger,1000000,0,Any
1845,Public,Block,NoCharger,1000000,0,Any
1845,Residential,Block,NoCharger,1000000,0,Any
1845,Workplace,Block,NoCharger,1000000,0,Any
1846,Public,Block,NoCharger,1000000,0,Any
1846,Residential,Block,NoCharger,1000000,0,Any
1846,Workplace,Block,NoCharger,1000000,0,Any
1847,Public,Block,NoCharger,1000000,0,Any
1847,Residential,Block,NoCharger,1000000,0,Any
1847,Workplace,Block,NoCharger,1000000,0,Any
1848,Public,Block,NoCharger,1000000,0,Any
1848,Residential,Block,NoCharger,1000000,0,Any
1848,Workplace,Block,NoCharger,1000000,0,Any
1849,Public,Block,NoCharger,1000000,0,Any
1849,Residential,Block,NoCharger,1000000,0,Any
1849,Workplace,Block,NoCharger,1000000,0,Any
1850,Public,Block,NoCharger,1000000,0,Any
1850,Residential,Block,NoCharger,1000000,0,Any
1850,Workplace,Block,NoCharger,1000000,0,Any
1851,Public,Block,NoCharger,1000000,0,Any
1851,Residential,Block,NoCharger,1000000,0,Any
1851,Workplace,Block,NoCharger,1000000,0,Any
1852,Public,Block,NoCharger,1000000,0,Any
1852,Residential,Block,NoCharger,1000000,0,Any
1852,Workplace,Block,NoCharger,1000000,0,Any
1853,Public,Block,NoCharger,1000000,0,Any
1853,Residential,Block,NoCharger,1000000,0,Any
1853,Workplace,Block,NoCharger,1000000,0,Any
1854,Public,Block,NoCharger,1000000,0,Any
1854,Residential,Block,NoCharger,1000000,0,Any
1854,Workplace,Block,NoCharger,1000000,0,Any
1855,Public,Block,NoCharger,1000000,0,Any
1855,Residential,Block,NoCharger,1000000,0,Any
1855,Workplace,Block,NoCharger,1000000,0,Any
1856,Public,Block,NoCharger,1000000,0,Any
1856,Residential,Block,NoCharger,1000000,0,Any
1856,Workplace,Block,NoCharger,1000000,0,Any
1857,Public,Block,NoCharger,1000000,0,Any
1857,Residential,Block,NoCharger,1000000,0,Any
1857,Workplace,Block,NoCharger,1000000,0,Any
1858,Public,Block,NoCharger,1000000,0,Any
1858,Residential,Block,NoCharger,1000000,0,Any
1858,Workplace,Block,NoCharger,1000000,0,Any
1859,Public,Block,NoCharger,1000000,0,Any
1859,Residential,Block,NoCharger,1000000,0,Any
1859,Workplace,Block,NoCharger,1000000,0,Any
1860,Public,Block,NoCharger,1000000,0,Any
1860,Residential,Block,NoCharger,1000000,0,Any
1860,Workplace,Block,NoCharger,1000000,0,Any
1861,Public,Block,NoCharger,1000000,0,Any
1861,Residential,Block,NoCharger,1000000,0,Any
1861,Workplace,Block,NoCharger,1000000,0,Any
1862,Public,Block,NoCharger,1000000,0,Any
1862,Residential,Block,NoCharger,1000000,0,Any
1862,Workplace,Block,NoCharger,1000000,0,Any
1863,Public,Block,NoCharger,1000000,0,Any
1863,Residential,Block,NoCharger,1000000,0,Any
1863,Workplace,Block,NoCharger,1000000,0,Any
1864,Public,Block,NoCharger,1000000,0,Any
1864,Residential,Block,NoCharger,1000000,0,Any
1864,Workplace,Block,NoCharger,1000000,0,Any
1865,Public,Block,NoCharger,1000000,0,Any
1865,Residential,Block,NoCharger,1000000,0,Any
1865,Workplace,Block,NoCharger,1000000,0,Any
1866,Public,Block,NoCharger,1000000,0,Any
1866,Residential,Block,NoCharger,1000000,0,Any
1866,Workplace,Block,NoCharger,1000000,0,Any
1867,Public,Block,NoCharger,1000000,0,Any
1867,Residential,Block,NoCharger,1000000,0,Any
1867,Workplace,Block,NoCharger,1000000,0,Any
1868,Public,Block,NoCharger,1000000,0,Any
1868,Residential,Block,NoCharger,1000000,0,Any
1868,Workplace,Block,NoCharger,1000000,0,Any
1869,Public,Block,NoCharger,1000000,0,Any
1869,Residential,Block,NoCharger,1000000,0,Any
1869,Workplace,Block,NoCharger,1000000,0,Any
1870,Public,Block,NoCharger,1000000,0,Any
1870,Residential,Block,NoCharger,1000000,0,Any
1870,Workplace,Block,NoCharger,1000000,0,Any
1871,Public,Block,NoCharger,1000000,0,Any
1871,Residential,Block,NoCharger,1000000,0,Any
1871,Workplace,Block,NoCharger,1000000,0,Any
1872,Public,Block,NoCharger,1000000,0,Any
1872,Residential,Block,NoCharger,1000000,0,Any
1872,Workplace,Block,NoCharger,1000000,0,Any
1873,Public,Block,NoCharger,1000000,0,Any
1873,Residential,Block,NoCharger,1000000,0,Any
1873,Workplace,Block,NoCharger,1000000,0,Any
1874,Public,Block,NoCharger,1000000,0,Any
1874,Residential,Block,NoCharger,1000000,0,Any
1874,Workplace,Block,NoCharger,1000000,0,Any
1875,Public,Block,NoCharger,1000000,0,Any
1875,Residential,Block,NoCharger,1000000,0,Any
1875,Workplace,Block,NoCharger,1000000,0,Any
1876,Public,Block,NoCharger,1000000,0,Any
1876,Residential,Block,NoCharger,1000000,0,Any
1876,Workplace,Block,NoCharger,1000000,0,Any
1877,Public,Block,NoCharger,1000000,0,Any
1877,Residential,Block,NoCharger,1000000,0,Any
1877,Workplace,Block,NoCharger,1000000,0,Any
1878,Public,Block,NoCharger,1000000,0,Any
1878,Residential,Block,NoCharger,1000000,0,Any
1878,Workplace,Block,NoCharger,1000000,0,Any
1879,Public,Block,NoCharger,1000000,0,Any
1879,Residential,Block,NoCharger,1000000,0,Any
1879,Workplace,Block,NoCharger,1000000,0,Any
1880,Public,Block,NoCharger,1000000,0,Any
1880,Residential,Block,NoCharger,1000000,0,Any
1880,Workplace,Block,NoCharger,1000000,0,Any
1881,Public,Block,NoCharger,1000000,0,Any
1881,Residential,Block,NoCharger,1000000,0,Any
1881,Workplace,Block,NoCharger,1000000,0,Any
1882,Public,Block,NoCharger,1000000,0,Any
1882,Residential,Block,NoCharger,1000000,0,Any
1882,Workplace,Block,NoCharger,1000000,0,Any
1883,Public,Block,NoCharger,1000000,0,Any
1883,Residential,Block,NoCharger,1000000,0,Any
1883,Workplace,Block,NoCharger,1000000,0,Any
1884,Public,Block,NoCharger,1000000,0,Any
1884,Residential,Block,NoCharger,1000000,0,Any
1884,Workplace,Block,NoCharger,1000000,0,Any
1885,Public,Block,NoCharger,1000000,0,Any
1885,Residential,Block,NoCharger,1000000,0,Any
1885,Workplace,Block,NoCharger,1000000,0,Any
1886,Public,Block,NoCharger,1000000,0,Any
1886,Residential,Block,NoCharger,1000000,0,Any
1886,Workplace,Block,NoCharger,1000000,0,Any
1887,Public,Block,NoCharger,1000000,0,Any
1887,Residential,Block,NoCharger,1000000,0,Any
1887,Workplace,Block,NoCharger,1000000,0,Any
1888,Public,Block,NoCharger,1000000,0,Any
1888,Residential,Block,NoCharger,1000000,0,Any
1888,Workplace,Block,NoCharger,1000000,0,Any
1889,Public,Block,NoCharger,1000000,0,Any
1889,Residential,Block,NoCharger,1000000,0,Any
1889,Workplace,Block,NoCharger,1000000,0,Any
1890,Public,Block,NoCharger,1000000,0,Any
1890,Residential,Block,NoCharger,1000000,0,Any
1890,Workplace,Block,NoCharger,1000000,0,Any
1891,Public,Block,NoCharger,1000000,0,Any
1891,Residential,Block,NoCharger,1000000,0,Any
1891,Workplace,Block,NoCharger,1000000,0,Any
1892,Public,Block,NoCharger,1000000,0,Any
1892,Residential,Block,NoCharger,1000000,0,Any
1892,Workplace,Block,NoCharger,1000000,0,Any
1893,Public,Block,NoCharger,1000000,0,Any
1893,Residential,Block,NoCharger,1000000,0,Any
1893,Workplace,Block,NoCharger,1000000,0,Any
1894,Public,Block,NoCharger,1000000,0,Any
1894,Residential,Block,NoCharger,1000000,0,Any
1894,Workplace,Block,NoCharger,1000000,0,Any
1895,Public,Block,NoCharger,1000000,0,Any
1895,Residential,Block,NoCharger,1000000,0,Any
1895,Workplace,Block,NoCharger,1000000,0,Any
1896,Public,Block,NoCharger,1000000,0,Any
1896,Residential,Block,NoCharger,1000000,0,Any
1896,Workplace,Block,NoCharger,1000000,0,Any
1897,Public,Block,NoCharger,1000000,0,Any
1897,Residential,Block,NoCharger,1000000,0,Any
1897,Workplace,Block,NoCharger,1000000,0,Any
1898,Public,Block,NoCharger,1000000,0,Any
1898,Residential,Block,NoCharger,1000000,0,Any
1898,Workplace,Block,NoCharger,1000000,0,Any
1899,Public,Block,NoCharger,1000000,0,Any
1899,Residential,Block,NoCharger,1000000,0,Any
1899,Workplace,Block,NoCharger,1000000,0,Any
1900,Public,Block,NoCharger,1000000,0,Any
1900,Residential,Block,NoCharger,1000000,0,Any
1900,Workplace,Block,NoCharger,1000000,0,Any
1901,Public,Block,NoCharger,1000000,0,Any
1901,Residential,Block,NoCharger,1000000,0,Any
1901,Workplace,Block,NoCharger,1000000,0,Any
1902,Public,Block,NoCharger,1000000,0,Any
1902,Residential,Block,NoCharger,1000000,0,Any
1902,Workplace,Block,NoCharger,1000000,0,Any
1903,Public,Block,NoCharger,1000000,0,Any
1903,Residential,Block,NoCharger,1000000,0,Any
1903,Workplace,Block,NoCharger,1000000,0,Any
1904,Public,Block,NoCharger,1000000,0,Any
1904,Residential,Block,NoCharger,1000000,0,Any
1904,Workplace,Block,NoCharger,1000000,0,Any
1905,Public,Block,NoCharger,1000000,0,Any
1905,Residential,Block,NoCharger,1000000,0,Any
1905,Workplace,Block,NoCharger,1000000,0,Any
1906,Public,Block,NoCharger,1000000,0,Any
1906,Residential,Block,NoCharger,1000000,0,Any
1906,Workplace,Block,NoCharger,1000000,0,Any
1907,Public,Block,NoCharger,1000000,0,Any
1907,Residential,Block,NoCharger,1000000,0,Any
1907,Workplace,Block,NoCharger,1000000,0,Any
1908,Public,Block,NoCharger,1000000,0,Any
1908,Residential,Block,NoCharger,1000000,0,Any
1908,Workplace,Block,NoCharger,1000000,0,Any
1909,Public,Block,NoCharger,1000000,0,Any
1909,Residential,Block,NoCharger,1000000,0,Any
1909,Workplace,Block,NoCharger,1000000,0,Any
1910,Public,Block,NoCharger,1000000,0,Any
1910,Residential,Block,NoCharger,1000000,0,Any
1910,Workplace,Block,NoCharger,1000000,0,Any
1911,Public,Block,NoCharger,1000000,0,Any
1911,Residential,Block,NoCharger,1000000,0,Any
1911,Workplace,Block,NoCharger,1000000,0,Any
1912,Public,Block,NoCharger,1000000,0,Any
1912,Residential,Block,NoCharger,1000000,0,Any
1912,Workplace,Block,NoCharger,1000000,0,Any
1913,Public,Block,NoCharger,1000000,0,Any
1913,Residential,Block,NoCharger,1000000,0,Any
1913,Workplace,Block,NoCharger,1000000,0,Any
1914,Public,Block,NoCharger,1000000,0,Any
1914,Residential,Block,NoCharger,1000000,0,Any
1914,Workplace,Block,NoCharger,1000000,0,Any
1915,Public,Block,NoCharger,1000000,0,Any
1915,Residential,Block,NoCharger,1000000,0,Any
1915,Workplace,Block,NoCharger,1000000,0,Any
1916,Public,Block,NoCharger,1000000,0,Any
1916,Residential,Block,NoCharger,1000000,0,Any
1916,Workplace,Block,NoCharger,1000000,0,Any
1917,Public,Block,NoCharger,1000000,0,Any
1917,Residential,Block,NoCharger,1000000,0,Any
1917,Workplace,Block,NoCharger,1000000,0,Any
1918,Public,Block,NoCharger,1000000,0,Any
1918,Residential,Block,NoCharger,1000000,0,Any
1918,Workplace,Block,NoCharger,1000000,0,Any
1919,Public,Block,NoCharger,1000000,0,Any
1919,Residential,Block,NoCharger,1000000,0,Any
1919,Workplace,Block,NoCharger,1000000,0,Any
1920,Public,Block,NoCharger,1000000,0,Any
1920,Residential,Block,NoCharger,1000000,0,Any
1920,Workplace,Block,NoCharger,1000000,0,Any
1921,Public,Block,NoCharger,1000000,0,Any
1921,Residential,Block,NoCharger,1000000,0,Any
1921,Workplace,Block,NoCharger,1000000,0,Any
1922,Public,Block,NoCharger,1000000,0,Any
1922,Residential,Block,NoCharger,1000000,0,Any
1922,Workplace,Block,NoCharger,1000000,0,Any
1923,Public,Block,NoCharger,1000000,0,Any
1923,Residential,Block,NoCharger,1000000,0,Any
1923,Workplace,Block,NoCharger,1000000,0,Any
1924,Public,Block,NoCharger,1000000,0,Any
1924,Residential,Block,NoCharger,1000000,0,Any
1924,Workplace,Block,NoCharger,1000000,0,Any
1925,Public,Block,NoCharger,1000000,0,Any
1925,Residential,Block,NoCharger,1000000,0,Any
1925,Workplace,Block,NoCharger,1000000,0,Any
1926,Public,Block,NoCharger,1000000,0,Any
1926,Residential,Block,NoCharger,1000000,0,Any
1926,Workplace,Block,NoCharger,1000000,0,Any
1927,Public,Block,NoCharger,1000000,0,Any
1927,Residential,Block,NoCharger,1000000,0,Any
1927,Workplace,Block,NoCharger,1000000,0,Any
1928,Public,Block,NoCharger,1000000,0,Any
1928,Residential,Block,NoCharger,1000000,0,Any
1928,Workplace,Block,NoCharger,1000000,0,Any
1929,Public,Block,NoCharger,1000000,0,Any
1929,Residential,Block,NoCharger,1000000,0,Any
1929,Workplace,Block,NoCharger,1000000,0,Any
1930,Public,Block,NoCharger,1000000,0,Any
1930,Residential,Block,NoCharger,1000000,0,Any
1930,Workplace,Block,NoCharger,1000000,0,Any
1931,Public,Block,NoCharger,1000000,0,Any
1931,Residential,Block,NoCharger,1000000,0,Any
1931,Workplace,Block,NoCharger,1000000,0,Any
1932,Public,Block,NoCharger,1000000,0,Any
1932,Residential,Block,NoCharger,1000000,0,Any
1932,Workplace,Block,NoCharger,1000000,0,Any
1933,Public,Block,NoCharger,1000000,0,Any
1933,Residential,Block,NoCharger,1000000,0,Any
1933,Workplace,Block,NoCharger,1000000,0,Any
1934,Public,Block,NoCharger,1000000,0,Any
1934,Residential,Block,NoCharger,1000000,0,Any
1934,Workplace,Block,NoCharger,1000000,0,Any
1935,Public,Block,NoCharger,1000000,0,Any
1935,Residential,Block,NoCharger,1000000,0,Any
1935,Workplace,Block,NoCharger,1000000,0,Any
1936,Public,Block,NoCharger,1000000,0,Any
1936,Residential,Block,NoCharger,1000000,0,Any
1936,Workplace,Block,NoCharger,1000000,0,Any
1937,Public,Block,NoCharger,1000000,0,Any
1937,Residential,Block,NoCharger,1000000,0,Any
1937,Workplace,Block,NoCharger,1000000,0,Any
1938,Public,Block,NoCharger,1000000,0,Any
1938,Residential,Block,NoCharger,1000000,0,Any
1938,Workplace,Block,NoCharger,1000000,0,Any
1939,Public,Block,NoCharger,1000000,0,Any
1939,Residential,Block,NoCharger,1000000,0,Any
1939,Workplace,Block,NoCharger,1000000,0,Any
1940,Public,Block,NoCharger,1000000,0,Any
1940,Residential,Block,NoCharger,1000000,0,Any
1940,Workplace,Block,NoCharger,1000000,0,Any
1941,Public,Block,NoCharger,1000000,0,Any
1941,Residential,Block,NoCharger,1000000,0,Any
1941,Workplace,Block,NoCharger,1000000,0,Any
1942,Public,Block,NoCharger,1000000,0,Any
1942,Residential,Block,NoCharger,1000000,0,Any
1942,Workplace,Block,NoCharger,1000000,0,Any
1943,Public,Block,NoCharger,1000000,0,Any
1943,Residential,Block,NoCharger,1000000,0,Any
1943,Workplace,Block,NoCharger,1000000,0,Any
1944,Public,Block,NoCharger,1000000,0,Any
1944,Residential,Block,NoCharger,1000000,0,Any
1944,Workplace,Block,NoCharger,1000000,0,Any
1945,Public,Block,NoCharger,1000000,0,Any
1945,Residential,Block,NoCharger,1000000,0,Any
1945,Workplace,Block,NoCharger,1000000,0,Any
1946,Public,Block,NoCharger,1000000,0,Any
1946,Residential,Block,NoCharger,1000000,0,Any
1946,Workplace,Block,NoCharger,1000000,0,Any
1947,Public,Block,NoCharger,1000000,0,Any
1947,Residential,Block,NoCharger,1000000,0,Any
1947,Workplace,Block,NoCharger,1000000,0,Any
1948,Public,Block,NoCharger,1000000,0,Any
1948,Residential,Block,NoCharger,1000000,0,Any
1948,Workplace,Block,NoCharger,1000000,0,Any
1949,Public,Block,NoCharger,1000000,0,Any
1949,Residential,Block,NoCharger,1000000,0,Any
1949,Workplace,Block,NoCharger,1000000,0,Any
1950,Public,Block,NoCharger,1000000,0,Any
1950,Residential,Block,NoCharger,1000000,0,Any
1950,Workplace,Block,NoCharger,1000000,0,Any
1951,Public,Block,NoCharger,1000000,0,Any
1951,Residential,Block,NoCharger,1000000,0,Any
1951,Workplace,Block,NoCharger,1000000,0,Any
1952,Public,Block,NoCharger,1000000,0,Any
1952,Residential,Block,NoCharger,1000000,0,Any
1952,Workplace,Block,NoCharger,1000000,0,Any
1953,Public,Block,NoCharger,1000000,0,Any
1953,Residential,Block,NoCharger,1000000,0,Any
1953,Workplace,Block,NoCharger,1000000,0,Any
1954,Public,Block,NoCharger,1000000,0,Any
1954,Residential,Block,NoCharger,1000000,0,Any
1954,Workplace,Block,NoCharger,1000000,0,Any
1955,Public,Block,NoCharger,1000000,0,Any
1955,Residential,Block,NoCharger,1000000,0,Any
1955,Workplace,Block,NoCharger,1000000,0,Any
1956,Public,Block,NoCharger,1000000,0,Any
1956,Residential,Block,NoCharger,1000000,0,Any
1956,Workplace,Block,NoCharger,1000000,0,Any
1957,Public,Block,NoCharger,1000000,0,Any
1957,Residential,Block,NoCharger,1000000,0,Any
1957,Workplace,Block,NoCharger,1000000,0,Any
1958,Public,Block,NoCharger,1000000,0,Any
1958,Residential,Block,NoCharger,1000000,0,Any
1958,Workplace,Block,NoCharger,1000000,0,Any
1959,Public,Block,NoCharger,1000000,0,Any
1959,Residential,Block,NoCharger,1000000,0,Any
1959,Workplace,Block,NoCharger,1000000,0,Any
1960,Public,Block,NoCharger,1000000,0,Any
1960,Residential,Block,NoCharger,1000000,0,Any
1960,Workplace,Block,NoCharger,1000000,0,Any
1961,Public,Block,NoCharger,1000000,0,Any
1961,Residential,Block,NoCharger,1000000,0,Any
1961,Workplace,Block,NoCharger,1000000,0,Any
1962,Public,Block,NoCharger,1000000,0,Any
1962,Residential,Block,NoCharger,1000000,0,Any
1962,Workplace,Block,NoCharger,1000000,0,Any
1963,Public,Block,NoCharger,1000000,0,Any
1963,Residential,Block,NoCharger,1000000,0,Any
1963,Workplace,Block,NoCharger,1000000,0,Any
1964,Public,Block,NoCharger,1000000,0,Any
1964,Residential,Block,NoCharger,1000000,0,Any
1964,Workplace,Block,NoCharger,1000000,0,Any
1965,Public,Block,NoCharger,1000000,0,Any
1965,Residential,Block,NoCharger,1000000,0,Any
1965,Workplace,Block,NoCharger,1000000,0,Any
1966,Public,Block,NoCharger,1000000,0,Any
1966,Residential,Block,NoCharger,1000000,0,Any
1966,Workplace,Block,NoCharger,1000000,0,Any
1967,Public,Block,NoCharger,1000000,0,Any
1967,Residential,Block,NoCharger,1000000,0,Any
1967,Workplace,Block,NoCharger,1000000,0,Any
1968,Public,Block,NoCharger,1000000,0,Any
1968,Residential,Block,NoCharger,1000000,0,Any
1968,Workplace,Block,NoCharger,1000000,0,Any
1969,Public,Block,NoCharger,1000000,0,Any
1969,Residential,Block,NoCharger,1000000,0,Any
1969,Workplace,Block,NoCharger,1000000,0,Any
1970,Public,Block,NoCharger,1000000,0,Any
1970,Residential,Block,NoCharger,1000000,0,Any
1970,Workplace,Block,NoCharger,1000000,0,Any
1971,Public,Block,NoCharger,1000000,0,Any
1971,Residential,Block,NoCharger,1000000,0,Any
1971,Workplace,Block,NoCharger,1000000,0,Any
1972,Public,Block,NoCharger,1000000,0,Any
1972,Residential,Block,NoCharger,1000000,0,Any
1972,Workplace,Block,NoCharger,1000000,0,Any
1973,Public,Block,NoCharger,1000000,0,Any
1973,Residential,Block,NoCharger,1000000,0,Any
1973,Workplace,Block,NoCharger,1000000,0,Any
1974,Public,Block,NoCharger,1000000,0,Any
1974,Residential,Block,NoCharger,1000000,0,Any
1974,Workplace,Block,NoCharger,1000000,0,Any
1975,Public,Block,NoCharger,1000000,0,Any
1975,Residential,Block,NoCharger,1000000,0,Any
1975,Workplace,Block,NoCharger,1000000,0,Any
1976,Public,Block,NoCharger,1000000,0,Any
1976,Residential,Block,NoCharger,1000000,0,Any
1976,Workplace,Block,NoCharger,1000000,0,Any
1977,Public,Block,NoCharger,1000000,0,Any
